,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Section,No plan,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales
1739642,24/04/2018,Vente,"150000,00",29.0,RUE,3770,FRANCOIS DOR,51100.0,REIMS,51,454,HW,390,1,2.0,Appartement,71.0,3.0
1739644,18/04/2018,Vente,"155000,00",7.0,RUE,4920,JEAN MARIE DOCQ,51100.0,REIMS,51,454,AD,256,0,1.0,Maison,60.0,4.0
1739646,25/04/2018,Vente,"36000,00",1.0,RUE,0200,D ALSACE LORRAINE,51100.0,REIMS,51,454,CT,128,1,2.0,Appartement,16.0,1.0
1739647,24/04/2018,Vente,"141132,00",14.0,ESP,7433,REMI PELLOT,51100.0,REIMS,51,454,AN,169,1,2.0,Appartement,69.0,3.0
1739656,20/04/2018,Vente,"136000,00",71.0,RUE,5891,MARCEL THIL,51100.0,REIMS,51,454,AV,761,2,2.0,Appartement,64.0,4.0
1739660,25/04/2018,Vente,"140000,00",44.0,BD,2852,DU 18 JUIN 1940,51100.0,REIMS,51,454,DP,77,0,1.0,Maison,81.0,4.0
1739662,27/04/2018,Vente,"202000,00",21.0,RUE,6740,PASSE DEMOISELLES,51100.0,REIMS,51,454,HY,184,1,2.0,Appartement,66.0,3.0
1739663,25/04/2018,Vente,"220000,00",94.0,RUE,8090,SAINT THIERRY,51100.0,REIMS,51,454,AN,688,0,2.0,Appartement,70.0,4.0
1739664,25/04/2018,Vente,"220000,00",94.0,RUE,8090,SAINT THIERRY,51100.0,REIMS,51,454,AN,688,0,2.0,Appartement,70.0,4.0
1739665,25/04/2018,Vente,"220000,00",94.0,RUE,8090,SAINT THIERRY,51100.0,REIMS,51,454,AN,688,0,2.0,Appartement,70.0,4.0
1739668,26/04/2018,Vente,"228000,00",33.0,RUE,5302,LA PEROUSE,51100.0,REIMS,51,454,EV,14,0,1.0,Maison,107.0,5.0
1739670,24/04/2018,Vente en l'état futur d'achèvement,"487440,00",25.0,RUE,3210,DES ELUS,51100.0,REIMS,51,454,IL,117,1,2.0,Appartement,92.0,4.0
1739679,27/04/2018,Vente,"53500,00",5.0,PL,5900,MARGUERITE ROUSSELET,51100.0,REIMS,51,454,BI,662,1,2.0,Appartement,30.0,1.0
1739683,03/05/2018,Vente,"190000,00",24.0,RUE,5270,LANDOUZY,51100.0,REIMS,51,454,AW,280,2,2.0,Appartement,54.0,2.0
1739685,26/04/2018,Vente,"71000,00",7.0,RUE,5650,DE LOUVOIS,51100.0,REIMS,51,454,DL,141,1,2.0,Appartement,30.0,1.0
1739688,24/04/2018,Vente,"255000,00",31.0,RUE,3210,DES ELUS,51100.0,REIMS,51,454,IL,129,1,2.0,Appartement,59.0,3.0
1739689,02/05/2018,Vente,"200000,00",10.0,BD,0040,ALBERT 1 ER,51100.0,REIMS,51,454,AO,859,0,1.0,Maison,55.0,1.0
1739690,02/05/2018,Vente,"200000,00",10.0,BD,0040,ALBERT 1 ER,51100.0,REIMS,51,454,AO,861,0,1.0,Maison,75.0,3.0
1739693,24/04/2018,Vente,"268000,00",38.0,RUE,5350,LEDRU ROLLIN,51100.0,REIMS,51,454,DL,226,1,1.0,Maison,122.0,4.0
1739695,26/04/2018,Vente,"81000,00",1.0,AV,7295,DU PRESIDENT KENNEDY,51100.0,REIMS,51,454,KN,16,2,2.0,Appartement,49.0,2.0
1739697,17/04/2018,Vente,"224720,00",7.0,RUE,5430,LEONARD DE VINCI,51100.0,REIMS,51,454,AO,124,0,1.0,Maison,70.0,4.0
1739709,24/04/2018,Vente,"208000,00",13.0,RUE,0123,CAPITAINE ALFRED DREYFUS,51100.0,REIMS,51,454,AV,1037,1,2.0,Appartement,63.0,3.0
1739711,14/05/2018,Vente,"380000,00",12.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CI,93,0,1.0,Maison,117.0,5.0
1739715,25/04/2018,Vente,"137650,00",1.0,RUE,8720,TOURNEBONNEAU,51100.0,REIMS,51,454,DM,628,1,2.0,Appartement,73.0,4.0
1739718,14/05/2018,Vente,"136000,00",14.0,BD,2830,DIEU LUMIERE,51100.0,REIMS,51,454,DK,269,2,2.0,Appartement,67.0,3.0
1739719,27/04/2018,Vente,"73000,00",5.0,RUE,3680,FORTEL,51100.0,REIMS,51,454,AR,458,0,1.0,Maison,49.0,2.0
1739723,29/03/2018,Vente,"230000,00",6.0,RUE,5780,DE LA MAGDELEINE,51100.0,REIMS,51,454,IM,505,1,2.0,Appartement,90.0,3.0
1739724,09/05/2018,Vente,"82500,00",3.0,IMP,2340,CORMICY,51100.0,REIMS,51,454,AV,222,2,2.0,Appartement,28.0,1.0
1739725,09/05/2018,Vente,"82500,00",3.0,IMP,2340,CORMICY,51100.0,REIMS,51,454,AV,222,1,2.0,Appartement,23.0,1.0
1739727,27/04/2018,Vente en l'état futur d'achèvement,"327880,00",25.0,RUE,3210,DES ELUS,51100.0,REIMS,51,454,IL,117,1,2.0,Appartement,71.0,2.0
1739728,30/04/2018,Vente,"170000,00",4.0,RUE,8265,SEBASTIEN CABOT,51100.0,REIMS,51,454,EV,179,0,1.0,Maison,88.0,4.0
1739733,04/05/2018,Vente,"55000,00",1.0,RUE,8870,DES TUILERIES,51100.0,REIMS,51,454,DM,559,2,2.0,Appartement,39.0,1.0
1739734,02/05/2018,Vente,"43500,00",15.0,RUE,7650,DE ROUBAIX,51100.0,REIMS,51,454,DO,364,1,2.0,Appartement,21.0,1.0
1739738,16/05/2018,Vente,"115400,00",249.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,DN,217,2,2.0,Appartement,82.0,5.0
1739739,04/05/2018,Vente,"227980,00",1.0,RUE,9120,DU VIEUX COQ,51100.0,REIMS,51,454,AM,738,0,1.0,Maison,91.0,4.0
1739740,15/05/2018,Vente,"48000,00",12.0,ESP,6772,PAUL CEZANNE,51100.0,REIMS,51,454,KR,4,2,2.0,Appartement,73.0,4.0
1739742,14/05/2018,Vente,"121250,00",5.0,AV,4010,GEORGES CLEMENCEAU,51100.0,REIMS,51,454,CK,29,2,2.0,Appartement,70.0,4.0
1739743,09/05/2018,Vente,"43000,00",15.0,RUE,2740,DERODE,51100.0,REIMS,51,454,BI,199,1,2.0,Appartement,24.0,1.0
1739771,24/04/2018,Vente,"150850,00",8.0,AV,0070,ALEXANDRE DE SERBIE,51100.0,REIMS,51,454,DT,69,0,1.0,Maison,95.0,3.0
1739776,19/04/2018,Vente,"190000,00",125.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,IK,1346,1,2.0,Appartement,80.0,4.0
1739783,03/05/2018,Vente,"80000,00",27.0,RUE,4160,DE LA GOULETTE,51100.0,REIMS,51,454,BL,469,2,2.0,Appartement,71.0,3.0
1739787,14/05/2018,Vente,"47000,00",11.0,RUE,8670,DE TINQUEUX,51100.0,REIMS,51,454,IO,390,1,2.0,Appartement,19.0,1.0
1739788,23/04/2018,Vente,"114000,00",49.0,BD,3950,DU GENERAL LECLERC,51100.0,REIMS,51,454,IM,395,1,2.0,Appartement,42.0,2.0
1739789,23/04/2018,Vente,"96000,00",21.0,CRS,0250,ANATOLE FRANCE,51100.0,REIMS,51,454,CX,219,1,2.0,Appartement,30.0,1.0
1739793,18/04/2018,Vente,"393750,00",97.0,RUE,1360,CAMILLE LENOIR,51100.0,REIMS,51,454,BI,544,0,1.0,Maison,175.0,7.0
1739794,27/04/2018,Vente en l'état futur d'achèvement,"373080,00",25.0,RUE,3210,DES ELUS,51100.0,REIMS,51,454,IL,117,1,2.0,Appartement,66.0,3.0
1739809,16/05/2018,Vente,"118000,00",6.0,RUE,7610,DES ROMAINS,51100.0,REIMS,51,454,AT,72,1,2.0,Appartement,63.0,3.0
1739818,03/05/2018,Vente,"132000,00",3.0,RUE,6740,PASSE DEMOISELLES,51100.0,REIMS,51,454,HX,441,2,2.0,Appartement,74.0,3.0
1739822,24/04/2018,Vente,"110000,00",38.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,IL,150,1,2.0,Appartement,53.0,2.0
1739823,30/04/2018,Vente,"58000,00",1.0,RUE,2250,DE LA CONCORDE,51100.0,REIMS,51,454,IO,16,1,2.0,Appartement,20.0,1.0
1739827,03/05/2018,Vente,"192000,00",11.0,RUE,5503,LT COLONEL BEAULIEU,51100.0,REIMS,51,454,HV,139,0,1.0,Maison,103.0,5.0
1739831,04/05/2018,Vente,"350000,00",20.0,BD,6690,DE LA PAIX,51100.0,REIMS,51,454,CX,106,4,2.0,Appartement,165.0,7.0
1739832,07/05/2018,Vente,"103000,00",17.0,RUE,0820,DE BERRU,51100.0,REIMS,51,454,CV,812,2,2.0,Appartement,91.0,5.0
1739834,14/05/2018,Vente,"125600,00",3.0,RUE,4545,HENRI ROYER,51100.0,REIMS,51,454,HV,978,2,2.0,Appartement,76.0,4.0
1739836,26/04/2018,Vente,"63600,00",24.0,RUE,3530,FERRAND,51100.0,REIMS,51,454,BI,687,1,2.0,Appartement,28.0,1.0
1739837,11/05/2018,Vente,"115000,00",64.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,CW,644,2,2.0,Appartement,55.0,3.0
1739842,26/04/2018,Vente,"71000,00",153.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AV,1086,2,2.0,Appartement,49.0,2.0
1739846,26/04/2018,Vente,"105000,00",61.0,RUE,4770,DU JARD,51100.0,REIMS,51,454,IK,288,2,2.0,Appartement,48.0,2.0
1739850,18/05/2018,Vente,"130000,00",36.0,RUE,6890,PERSEVAL,51100.0,REIMS,51,454,CW,458,2,2.0,Appartement,49.0,2.0
1739856,18/05/2018,Vente,"207000,00",37.0,RUE,1250,DE BRIMONTEL,51100.0,REIMS,51,454,AY,113,0,1.0,Maison,60.0,4.0
1739857,04/05/2018,Vente,"98000,00",26.0,RUE,1740,CHANZY,51100.0,REIMS,51,454,IK,74,1,2.0,Appartement,33.0,1.0
1739860,18/05/2018,Vente,"93000,00",5.0,BD,9070,VICTOR HUGO,51100.0,REIMS,51,454,CZ,607,2,2.0,Appartement,43.0,2.0
1739862,27/04/2018,Vente,"213350,00",3.0,RUE,3140,DE L ECREVISSE,51100.0,REIMS,51,454,IL,99,3,2.0,Appartement,46.0,2.0
1739864,18/05/2018,Vente,"124300,00",11.0,RUE,3570,DE FISMES,51100.0,REIMS,51,454,AR,765,1,2.0,Appartement,51.0,3.0
1739867,16/05/2018,Vente,"150000,00",104.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,IM,148,1,2.0,Appartement,70.0,4.0
1739870,27/04/2018,Vente,"135000,00",12.0,RUE,3680,FORTEL,51100.0,REIMS,51,454,AR,470,2,2.0,Appartement,73.0,3.0
1739873,19/04/2018,Vente,"208500,00",7.0,RUE,1500,DU CARROUGE,51100.0,REIMS,51,454,IL,288,2,2.0,Appartement,64.0,4.0
1739876,30/04/2018,Vente,"116000,00",1.0,ALL,7615,RONSARD,51100.0,REIMS,51,454,DK,184,1,2.0,Appartement,90.0,5.0
1739886,30/04/2018,Vente,"83855,37",38.0,RUE,5650,DE LOUVOIS,51100.0,REIMS,51,454,DV,639,2,2.0,Appartement,30.0,2.0
1739890,30/04/2018,Vente,"351500,00",22.0,RUE,0650,BAUSSONNET,51100.0,REIMS,51,454,AR,396,0,1.0,Maison,161.0,4.0
1739903,27/04/2018,Vente,"301000,00",12.0,RUE,5930,MARIE STUART,51100.0,REIMS,51,454,CX,617,2,2.0,Appartement,132.0,6.0
1739914,27/04/2018,Vente,"110000,00",9.0,RUE,0700,DE BELFORT,51100.0,REIMS,51,454,CW,377,2,2.0,Appartement,52.0,2.0
1739922,16/05/2018,Vente,"425000,00",91.0,RUE,1360,CAMILLE LENOIR,51100.0,REIMS,51,454,BI,547,0,1.0,Maison,165.0,4.0
1739924,22/05/2018,Vente,"148000,00",10.0,RUE,6680,D OSEILLE,51100.0,REIMS,51,454,CZ,600,1,2.0,Appartement,67.0,3.0
1739925,15/05/2018,Vente,"50000,00",30.0,RUE,5920,M CLEMENCE FOURIAUX,51100.0,REIMS,51,454,AV,353,1,2.0,Appartement,19.0,1.0
1739929,14/05/2018,Vente,"172000,00",113.0,RUE,5460,LESAGE,51100.0,REIMS,51,454,AY,241,1,2.0,Appartement,67.0,3.0
1739935,02/05/2018,Vente,"118355,37",38.0,RUE,5650,DE LOUVOIS,51100.0,REIMS,51,454,DV,639,2,2.0,Appartement,47.0,2.0
1739940,17/05/2018,Vente,"58000,00",9.0,RUE,4307,GUILLAUME APOLLINAIRE,51100.0,REIMS,51,454,KP,30,1,2.0,Appartement,40.0,1.0
1739942,26/04/2018,Vente,"167400,00",6.0,RUE,3755,FRANCOIS ARAGO,51100.0,REIMS,51,454,KS,1,1,1.0,Maison,80.0,4.0
1739947,04/05/2018,Vente,"156000,00",47.0,RUE,1250,DE BRIMONTEL,51100.0,REIMS,51,454,AY,108,0,1.0,Maison,95.0,4.0
1739948,07/05/2018,Vente,"65000,00",20.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AV,361,1,2.0,Appartement,47.0,2.0
1739950,07/05/2018,Vente,"480000,00",4.0,RUE,1550,CERES,51100.0,REIMS,51,454,CX,39,1,2.0,Appartement,110.0,1.0
1739955,18/04/2018,Vente,"382000,00",2.0,RUE,5393,LEON BLUM NEUV,51100.0,REIMS,51,454,KI,150,0,1.0,Maison,118.0,5.0
1739956,18/04/2018,Vente,"382000,00",2.0,RUE,5393,LEON BLUM NEUV,51100.0,REIMS,51,454,KI,150,0,1.0,Maison,118.0,5.0
1739963,27/04/2018,Vente,"242000,00",72.0,RUE,5800,DE MAGNEUX,51100.0,REIMS,51,454,AR,557,0,1.0,Maison,96.0,4.0
1739964,22/05/2018,Vente,"90000,00",7.0,RUE,4307,GUILLAUME APOLLINAIRE,51100.0,REIMS,51,454,KP,30,1,2.0,Appartement,56.0,2.0
1739969,15/05/2018,Vente,"330000,00",7.0,RUE,4360,HANNEQUIN,51100.0,REIMS,51,454,AX,205,0,2.0,Appartement,38.0,2.0
1739970,15/05/2018,Vente,"330000,00",7.0,RUE,4360,HANNEQUIN,51100.0,REIMS,51,454,AX,205,0,2.0,Appartement,23.0,1.0
1739971,15/05/2018,Vente,"330000,00",7.0,RUE,4360,HANNEQUIN,51100.0,REIMS,51,454,AX,205,0,2.0,Appartement,33.0,1.0
1739972,15/05/2018,Vente,"330000,00",7.0,RUE,4360,HANNEQUIN,51100.0,REIMS,51,454,AX,205,0,2.0,Appartement,45.0,2.0
1739973,15/05/2018,Vente,"330000,00",7.0,RUE,4360,HANNEQUIN,51100.0,REIMS,51,454,AX,205,0,2.0,Appartement,43.0,3.0
1739974,15/05/2018,Vente,"330000,00",7.0,RUE,4360,HANNEQUIN,51100.0,REIMS,51,454,AX,205,0,2.0,Appartement,36.0,2.0
1739975,04/05/2018,Vente,"237000,00",10.0,RUE,1020,BONHOMME,51100.0,REIMS,51,454,BE,88,3,2.0,Appartement,123.0,4.0
1739976,14/05/2018,Vente,"175000,00",21.0,RUE,3280,EMILE ZOLA,51100.0,REIMS,51,454,AW,541,1,1.0,Maison,71.0,3.0
1739977,14/05/2018,Vente,"215000,00",1.0,RUE,0450,AUGER,51100.0,REIMS,51,454,AI,126,0,1.0,Maison,66.0,4.0
1739985,04/05/2018,Vente,"125000,00",63.0,AV,6730,DE PARIS,51100.0,REIMS,51,454,HX,10,1,2.0,Appartement,62.0,3.0
1739993,14/05/2018,Vente,"125000,00",24.0,RUE,8330,SIMON,51100.0,REIMS,51,454,DM,636,2,2.0,Appartement,83.0,4.0
1739998,16/05/2018,Vente,"135500,00",40.0,RUE,4970,JEANNE D ARC,51100.0,REIMS,51,454,IM,64,2,2.0,Appartement,43.0,3.0
1739999,09/05/2018,Vente,"209000,00",47.0,RUE,7380,RAPHAEL,51100.0,REIMS,51,454,AO,221,0,1.0,Maison,50.0,3.0
1740009,30/04/2018,Vente,"55000,00",7.0,RUE,0200,D ALSACE LORRAINE,51100.0,REIMS,51,454,CT,125,1,2.0,Appartement,23.0,1.0
1740010,03/05/2018,Vente,"65000,00",41.0,RUE,3820,DE GABES,51100.0,REIMS,51,454,BL,332,3,2.0,Appartement,25.0,1.0
1740011,17/04/2018,Vente,"57000,00",4.0,RUE,5580,LOUIS BERTON,51100.0,REIMS,51,454,CY,56,1,2.0,Appartement,18.0,1.0
1740017,14/05/2018,Vente,"357700,00",102.0,RUE,1830,CHARLIER,51100.0,REIMS,51,454,BI,63,0,1.0,Maison,116.0,5.0
1740018,07/05/2018,Vente,"63000,00",15.0,PL,8711,TOULOUSE LAUTREC,51100.0,REIMS,51,454,KR,29,2,2.0,Appartement,30.0,1.0
1740019,09/05/2018,Vente,"135000,00",2.0,RUE,4150,GOSSET,51100.0,REIMS,51,454,BD,99,1,2.0,Appartement,81.0,4.0
